latitude,housing_median_age,total_rooms,households,median_income,ocean_proximity_INLAND,ocean_proximity_NEAR BAY,ocean_proximity_NEAR OCEAN,target
34.17,34,3806.0,519.0,7.1482,0,0,0,308600
37.72,48,2029.0,317.0,3.5875,0,0,1,221800
38.55,26,3095.0,389.0,5.3,1,0,0,142800
36.73,19,4557.0,560.0,5.5608,1,0,0,151700
33.89,36,2836.0,445.0,6.3088,0,0,0,246200
34.1,27,4069.0,679.0,3.2437,0,0,0,180700
32.67,28,3381.0,631.0,2.6814,0,0,1,112600
38.48,12,5532.0,860.0,3.3625,1,0,0,90800
34.11,14,2280.0,376.0,4.5121,1,0,0,128400
33.71,16,7773.0,1495.0,3.7133,0,0,0,291200
33.02,17,3528.0,467.0,2.9048,0,0,0,148500
40.17,51,2962.0,494.0,1.877,1,0,0,52200
34.71,46,50.0,7.0,1.425,1,0,0,225300
37.68,36,2241.0,431.0,3.55,0,1,0,218400
34.11,47,1026.0,156.0,3.4576,0,0,0,225300
32.81,18,2913.0,472.0,2.9429,0,0,0,125700
33.94,34,1367.0,315.0,2.6352,0,0,0,108000
33.21,5,6760.0,1012.0,4.7531,0,0,0,177800
33.9,38,1504.0,256.0,4.425,0,0,0,174200
32.73,17,1907.0,279.0,5.5671,0,0,0,157400
34.04,23,4733.0,698.0,2.59,1,0,0,112100
33.84,21,7827.0,1129.0,4.8395,0,0,0,256300
38.12,7,8476.0,1115.0,4.1488,1,0,0,130900
37.34,31,3606.0,582.0,6.6052,0,0,0,344500
34.05,36,1745.0,284.0,3.3904,0,0,0,158900
33.95,35,1763.0,327.0,2.3917,0,0,0,99600
33.74,19,2198.0,383.0,4.4484,0,0,0,230300
34.19,35,926.0,140.0,5.7548,0,0,0,201700
37.34,29,4230.0,792.0,3.7233,0,0,0,229600
32.61,22,1176.0,152.0,6.3086,0,0,1,167200
39.09,20,2193.0,331.0,1.925,1,0,0,67100
34.01,35,4211.0,749.0,3.8486,0,0,0,332400
37.3,39,4293.0,635.0,4.837,0,0,0,346200
35.62,18,3153.0,483.0,3.8931,1,0,0,72200
37.44,27,2719.0,350.0,3.9182,1,0,0,123500
34.19,37,1165.0,230.0,3.925,0,0,0,181600
32.74,36,1550.0,319.0,2.9625,0,0,1,248500
37.65,18,2211.0,208.0,4.8375,1,0,0,170100
34.96,26,2345.0,377.0,3.175,0,0,0,121700
34.05,20,2725.0,481.0,2.8735,1,0,0,130800
32.78,15,4569.0,473.0,7.8,0,0,0,316700
34.15,33,1003.0,138.0,4.7821,1,0,0,220400
40.03,25,2951.0,494.0,2.0566,1,0,0,58700
33.66,26,7261.0,1135.0,3.8426,0,0,0,295700
34.12,41,1514.0,300.0,3.4806,0,0,0,204500
39.17,17,2736.0,476.0,3.5303,1,0,0,149800
34.83,10,3075.0,481.0,2.0062,1,0,0,87100
37.89,37,4441.0,517.0,7.6195,0,1,0,367800
37.68,23,2504.0,286.0,7.633,1,0,0,337500
38.24,25,3440.0,434.0,5.0,0,0,0,190400
33.08,12,5894.0,716.0,5.6905,0,0,1,299900
35.47,18,2923.0,431.0,4.2063,0,0,0,185100
38.58,12,3974.0,451.0,5.6344,1,0,0,217800
33.94,37,4010.0,734.0,2.482,0,0,0,147800
33.82,33,2817.0,509.0,4.4167,0,0,0,215800
37.8,48,1953.0,238.0,5.044,0,1,0,257600
33.73,36,2969.0,475.0,4.05,0,0,0,170800
37.79,27,1402.0,302.0,2.9354,0,1,0,187800
33.99,42,1439.0,283.0,3.2688,1,0,0,93200
34.07,46,2061.0,397.0,4.3179,0,0,0,350300
37.84,29,8456.0,943.0,7.8139,1,0,0,398500
33.8,11,3772.0,552.0,4.3982,1,0,0,173600
37.45,19,3017.0,775.0,2.4406,0,1,0,402800
35.39,38,2554.0,441.0,3.074,1,0,0,59800
34.08,52,2974.0,576.0,3.4765,0,0,0,225300
37.96,52,3926.0,471.0,9.4834,0,1,0,500301
36.52,20,2072.0,289.0,2.8921,1,0,0,94500
34.11,44,893.0,121.0,5.3,1,0,0,447400
34.25,37,2943.0,431.0,5.3234,0,0,0,257900
37.95,31,3044.0,548.0,2.9328,0,1,0,110600
36.58,29,5781.0,904.0,4.3432,0,0,1,450300
34.2,23,5309.0,1068.0,3.3125,0,0,0,182000
33.12,21,1242.0,232.0,2.401,1,0,0,47000
39.32,18,2004.0,292.0,3.4071,0,0,0,213500
33.63,21,11854.0,1831.0,5.0024,0,0,0,345700
38.73,31,3733.0,588.0,3.2844,1,0,0,128200
34.23,42,1821.0,264.0,5.4028,0,0,0,292400
35.34,20,1606.0,253.0,2.4111,1,0,0,105600
39.47,14,2039.0,302.0,2.7952,1,0,0,54200
32.74,16,3201.0,367.0,2.0137,1,0,0,111000
37.35,31,3629.0,645.0,4.0143,0,0,0,178900
39.06,20,670.0,114.0,3.6021,1,0,0,71100
34.27,35,827.0,173.0,2.9667,0,0,0,148100
33.92,4,9634.0,1236.0,6.5141,0,0,0,252500
37.9,36,2043.0,246.0,7.0546,0,1,0,402700
37.36,11,4924.0,953.0,2.3179,1,0,0,87600
37.7,5,1561.0,156.0,6.3389,1,0,0,215400
33.17,6,1849.0,322.0,3.925,0,0,0,136000
37.34,23,2932.0,338.0,10.8142,0,0,0,500301
38.54,36,2609.0,483.0,1.7138,1,0,0,52800
34.11,38,2437.0,332.0,6.2175,1,0,0,417200
33.79,43,1772.0,311.0,4.6317,0,0,0,232700
39.12,28,11891.0,1818.0,2.3943,1,0,0,108600
38.01,11,1442.0,199.0,3.425,1,0,0,148900
34.09,34,3058.0,470.0,4.9211,1,0,0,249200
34.03,24,4903.0,1147.0,3.4642,0,0,0,367000
33.87,2,20197.0,1985.0,6.5308,0,0,0,258200
34.28,22,5253.0,836.0,5.0932,0,0,0,166600
37.73,33,3356.0,552.0,4.1643,0,1,0,276500
36.99,32,393.0,78.0,3.2271,1,0,0,87800
33.95,35,1641.0,213.0,7.1109,0,0,0,401300
37.36,37,1888.0,374.0,3.1971,0,0,0,186400
33.88,52,2519.0,373.0,5.4237,0,0,0,240300
33.77,39,3062.0,612.0,3.0212,0,0,1,266600
34.19,6,1250.0,188.0,5.0222,1,0,0,109300
33.74,16,2115.0,360.0,4.5566,0,0,0,139500
34.03,31,2707.0,435.0,2.2531,0,0,0,228100
34.0,38,1625.0,376.0,3.0143,0,0,0,287800
34.66,18,1586.0,247.0,5.6154,0,0,1,289700
32.73,16,1095.0,143.0,5.3864,0,0,0,175600
34.43,31,1144.0,301.0,2.4417,0,0,1,205300
37.43,33,3930.0,626.0,5.616,0,1,0,398400
34.16,21,3372.0,410.0,6.841,0,0,0,291800
34.39,17,5599.0,923.0,4.2224,0,0,1,230900
37.42,32,3653.0,540.0,6.7949,0,1,0,418100
37.75,43,1907.0,306.0,2.2821,0,1,0,98600
34.21,30,1327.0,229.0,4.1625,0,0,1,235000
33.82,29,1770.0,271.0,2.6843,0,0,0,183200
38.09,26,5394.0,965.0,2.7875,0,1,0,90300
38.39,34,1343.0,180.0,4.8147,0,0,0,271700
37.32,13,3100.0,530.0,4.6621,0,0,0,173700
38.42,6,3719.0,345.0,5.4811,1,0,0,188700
35.99,25,1317.0,286.0,2.3976,1,0,0,48000
39.5,18,2521.0,385.0,1.9346,1,0,0,63600
33.61,16,720.0,121.0,5.1611,0,0,0,187100
38.91,17,3341.0,499.0,2.2851,1,0,0,87000
37.32,26,3039.0,512.0,4.4165,0,0,0,165200
37.12,23,2261.0,37.0,4.175,1,0,0,125300
34.05,47,1724.0,278.0,4.3625,0,0,0,295500
33.72,16,6452.0,933.0,2.2912,0,0,0,98900
34.06,32,3107.0,595.0,2.864,1,0,0,146100
37.94,44,1763.0,386.0,1.7688,1,0,0,57100
36.53,28,2630.0,412.0,3.05,1,0,0,65300
33.91,7,11714.0,1509.0,5.7872,1,0,0,203700
34.06,34,1286.0,252.0,3.9298,1,0,0,108800
37.44,26,1945.0,278.0,5.0794,0,0,0,226100
34.25,31,2205.0,242.0,8.865,0,0,0,500301
33.71,19,2454.0,404.0,3.9696,0,0,0,219100
34.05,14,6770.0,841.0,2.2694,1,0,0,173500
33.84,37,1463.0,213.0,4.4094,0,0,0,216100
36.31,25,6013.0,961.0,2.5937,1,0,0,72600
37.39,35,2794.0,497.0,5.0431,0,0,0,240000
33.81,27,603.0,96.0,2.05,0,0,1,154500
33.93,31,1535.0,254.0,2.7922,1,0,0,109700
38.13,52,1338.0,225.0,2.4979,1,0,0,114400
34.12,52,1950.0,321.0,3.7625,0,0,0,174200
38.91,15,4654.0,691.0,3.202,1,0,0,127600
37.79,52,2398.0,327.0,8.3755,0,1,0,500301
32.73,52,2422.0,493.0,2.2203,0,0,1,196100
33.83,22,2797.0,403.0,4.76,1,0,0,190100
35.17,16,1110.0,137.0,4.151,0,0,0,315300
34.02,42,1030.0,208.0,2.8313,0,0,0,157200
34.06,45,917.0,319.0,1.794,0,0,0,187800
37.65,16,4844.0,576.0,7.6588,1,0,0,327800
38.34,19,3663.0,688.0,3.1261,0,0,0,154800
36.85,50,3279.0,555.0,2.9598,1,0,0,157600
33.9,8,9763.0,1370.0,4.3467,1,0,0,121800
34.05,42,1636.0,332.0,2.2083,0,0,0,119500
34.12,26,1442.0,157.0,6.4731,1,0,0,294100
32.72,19,1776.0,360.0,2.275,0,0,1,118200
33.46,24,4293.0,543.0,4.9518,0,0,0,278100
37.88,52,2325.0,406.0,3.306,0,1,0,228200
34.05,41,2913.0,522.0,3.2883,0,0,0,296400
38.85,10,2931.0,389.0,6.3,1,0,0,220400
34.12,35,1151.0,221.0,3.6322,0,0,0,151700
37.96,52,406.0,85.0,1.1738,1,0,0,75300
38.02,16,3338.0,643.0,2.8473,1,0,0,106600
40.62,32,1904.0,277.0,3.1958,0,0,1,86700
33.94,38,2857.0,639.0,2.6125,0,0,0,148800
36.21,16,2193.0,291.0,2.4107,0,0,0,76500
32.99,6,10936.0,1275.0,6.9012,0,0,0,315200
37.73,2,3075.0,271.0,6.2934,1,0,0,197000
34.16,28,5704.0,961.0,4.2028,0,0,0,368200
38.44,11,3419.0,534.0,5.0283,0,0,0,170500
37.89,18,5580.0,734.0,8.4489,0,1,0,499300
34.07,19,2694.0,467.0,3.7952,0,0,0,150300
37.73,20,147.0,19.0,2.925,0,1,0,187800
36.73,45,1156.0,228.0,2.0011,1,0,0,45100
33.89,30,2996.0,419.0,6.6434,0,0,0,460700
38.01,32,1188.0,212.0,4.3972,1,0,0,99500
37.26,18,4578.0,757.0,3.175,0,0,0,184700
34.09,49,5025.0,1009.0,2.7677,0,0,0,219500
34.93,15,1112.0,253.0,2.3995,0,0,0,87800
34.15,40,1160.0,182.0,2.36,1,0,0,85800
32.64,24,4586.0,931.0,2.247,0,0,1,147800
34.09,41,856.0,125.0,4.6214,0,0,0,500301
33.6,26,1251.0,208.0,2.925,0,0,0,80900
37.64,7,141.0,27.0,12.8,0,0,1,281300
33.95,21,1602.0,310.0,1.2708,0,0,0,107900
37.8,52,1297.0,257.0,3.0717,0,1,0,500300
33.65,15,6142.0,706.0,7.8619,0,0,0,302300
35.42,47,2093.0,358.0,2.1403,1,0,0,55000
33.81,17,1934.0,344.0,3.1835,0,0,0,196800
37.78,52,3352.0,573.0,3.1569,0,1,0,372500
37.34,23,3315.0,680.0,3.46,0,0,0,225300
34.06,30,2204.0,459.0,2.527,1,0,0,92200
37.67,33,3086.0,603.0,3.0019,0,1,0,154300
33.91,28,1947.0,418.0,2.6043,0,0,0,177800
38.49,26,1858.0,300.0,2.9613,1,0,0,78000
33.45,27,390.0,46.0,5.175,0,0,1,284400
37.84,34,2144.0,263.0,8.0072,0,1,0,444100
37.28,33,3480.0,521.0,4.4554,0,0,0,313400
36.73,44,2353.0,381.0,2.4518,1,0,0,53300
34.16,36,2820.0,590.0,2.5095,0,0,0,177000
33.98,31,1565.0,337.0,3.3938,0,0,0,155700
41.54,22,3556.0,499.0,2.3202,0,0,1,71400
33.69,19,3041.0,424.0,5.31,0,0,0,264100
33.76,12,1581.0,334.0,3.3625,0,0,0,209100
34.2,32,3786.0,545.0,5.3025,0,0,0,235200
34.09,23,1739.0,319.0,3.3357,1,0,0,151800
34.13,47,1734.0,418.0,2.4071,0,0,0,209200
34.0,12,7904.0,1134.0,4.1529,1,0,0,145800
37.38,32,4412.0,649.0,5.7949,0,0,0,331100
33.89,28,1310.0,269.0,3.3357,0,0,0,123700
33.95,36,2859.0,507.0,1.55,0,0,0,97700
33.18,11,6520.0,970.0,4.0109,0,0,0,200100
32.73,35,2086.0,366.0,2.6269,0,0,1,97600
33.51,4,1498.0,244.0,4.9607,0,0,0,173300
36.3,12,2524.0,354.0,5.2464,1,0,0,115900
38.43,2,925.0,87.0,5.3862,1,0,0,166800
34.14,15,5611.0,867.0,3.6654,0,0,0,222400
37.72,46,1759.0,310.0,3.3,0,0,1,247000
36.76,22,4740.0,613.0,5.225,1,0,0,155000
37.71,18,4912.0,1044.0,3.9932,0,1,0,167100
37.27,29,6398.0,881.0,5.9358,0,0,0,282400
37.95,40,1194.0,209.0,1.5625,1,0,0,43300
37.56,44,710.0,194.0,3.1571,0,0,1,250300
34.49,7,2695.0,314.0,5.0361,1,0,0,174800
33.74,16,1608.0,376.0,3.0632,0,0,0,159200
32.56,17,1218.0,223.0,3.175,0,0,1,134800
33.96,37,2737.0,305.0,9.4541,0,0,0,454100
35.42,45,1980.0,334.0,2.8703,1,0,0,62700
34.01,15,1633.0,185.0,3.9415,1,0,0,124500
33.55,12,2849.0,391.0,7.4736,0,0,0,262400
37.74,52,150.0,27.0,10.5264,0,1,0,225300
34.23,35,2582.0,521.0,2.7643,0,0,1,182300
37.31,13,7586.0,1481.0,4.3524,0,0,0,214200
37.92,28,5626.0,953.0,3.5674,0,1,0,129400
37.73,48,1372.0,199.0,6.5642,0,0,1,438800
34.21,34,2263.0,305.0,5.3462,0,0,0,228000
32.82,35,1254.0,173.0,5.553,0,0,1,204300
33.88,14,5434.0,678.0,7.6658,0,0,0,288800
37.06,19,4880.0,732.0,5.4121,0,0,1,308400
34.02,26,4579.0,665.0,4.4361,1,0,0,121300
33.91,39,1430.0,305.0,3.4087,0,0,0,171300
34.09,27,4330.0,762.0,4.4304,1,0,0,160800
38.02,5,2772.0,474.0,4.4719,1,0,0,206400
38.94,18,4813.0,845.0,1.425,1,0,0,82100
34.07,24,1244.0,187.0,1.8972,1,0,0,112800
32.63,30,3063.0,490.0,2.9146,0,0,1,159700
36.34,7,4059.0,626.0,3.8296,1,0,0,84000
38.78,11,2203.0,369.0,3.8288,1,0,0,141400
37.69,36,1602.0,265.0,4.8,0,0,1,275900
37.55,45,647.0,139.0,2.9159,0,0,1,273200
38.52,16,3588.0,102.0,3.45,1,0,0,140900
38.16,24,5187.0,732.0,3.775,1,0,0,151500
34.13,49,5241.0,741.0,5.4072,0,0,0,480000
37.73,52,2431.0,274.0,11.0309,0,0,1,500301
39.2,9,1685.0,221.0,3.345,1,0,0,170700
34.19,33,4115.0,786.0,2.9165,0,0,0,231100
33.87,34,1546.0,291.0,3.89,0,0,0,162200
38.4,11,2781.0,424.0,3.475,1,0,0,94700
37.75,52,3687.0,606.0,4.0813,0,1,0,276200
37.96,34,1763.0,319.0,2.8461,0,1,0,94200
33.92,34,2587.0,406.0,3.5222,0,0,0,219000
33.96,28,4398.0,646.0,4.1682,1,0,0,116800
32.93,16,3362.0,444.0,5.6062,0,0,0,195800
34.04,3,15185.0,1759.0,4.5429,1,0,0,147600
34.08,33,2777.0,445.0,3.9625,0,0,0,217400
34.15,33,2946.0,437.0,6.7576,1,0,0,500301
38.56,52,2122.0,369.0,3.2191,1,0,0,112100
35.37,33,4113.0,704.0,2.3643,1,0,0,57900
38.09,34,3304.0,491.0,2.6654,1,0,0,95200
37.67,6,3541.0,468.0,6.6705,1,0,0,350300
40.61,17,940.0,136.0,2.6289,1,0,0,58500
34.04,47,2233.0,277.0,9.2616,0,0,0,500301
34.38,24,7274.0,999.0,6.6002,0,0,0,283200
37.79,5,3584.0,443.0,4.7766,1,0,0,169700
37.35,34,2038.0,315.0,2.7653,1,0,0,66400
37.44,8,487.0,55.0,7.609,0,0,0,368200
35.38,35,2099.0,413.0,1.675,1,0,0,57800
33.99,35,2183.0,494.0,4.025,0,0,0,284900
34.16,17,3712.0,656.0,3.4484,0,0,0,187800
37.42,16,2265.0,300.0,7.7542,0,0,1,500301
33.73,39,3404.0,737.0,2.3469,0,0,1,234800
37.65,31,2124.0,319.0,4.7427,0,1,0,204800
32.93,7,1670.0,239.0,5.6625,0,0,0,219200
39.03,11,2190.0,283.0,4.1417,1,0,0,187500
33.84,16,3993.0,509.0,6.9207,0,0,0,270800
33.96,32,2835.0,608.0,2.8966,0,0,0,171200
33.98,48,1355.0,223.0,3.7444,0,0,0,93400
37.35,43,1481.0,244.0,3.225,0,0,0,171100
37.32,19,6024.0,1308.0,3.999,0,0,0,237800
36.49,33,3517.0,517.0,4.7209,0,0,0,274900
34.91,4,8203.0,1212.0,3.5135,0,0,0,213000
34.02,17,2071.0,293.0,4.9708,1,0,0,123400
33.14,5,5424.0,705.0,5.3123,0,0,1,210700
37.77,30,4072.0,703.0,3.175,0,1,0,135600
38.73,38,2390.0,353.0,2.8104,1,0,0,120800
33.94,34,976.0,144.0,2.3769,0,0,0,88600
33.91,17,4747.0,971.0,3.5649,0,0,0,202400
33.98,36,2978.0,441.0,5.911,0,0,0,456900
39.15,22,2585.0,42.0,1.4912,1,0,0,170300
32.58,13,4143.0,699.0,3.7792,0,0,1,107900
33.82,24,4658.0,638.0,4.9458,0,0,0,213700
34.06,42,6187.0,2156.0,1.8553,0,0,0,70300
34.13,30,4193.0,795.0,4.3052,0,0,0,196700
34.15,13,11441.0,1482.0,2.9111,1,0,0,65900
34.13,16,2547.0,143.0,4.3333,1,0,0,134200
34.28,31,1031.0,222.0,2.55,0,0,1,75300
38.93,22,3690.0,425.0,3.296,1,0,0,126400
39.43,17,2739.0,433.0,2.0,1,0,0,92600
39.12,34,2339.0,344.0,3.7492,1,0,0,99100
36.96,34,1696.0,226.0,3.9181,1,0,0,96800
32.82,34,730.0,89.0,3.9528,1,0,0,100300
37.96,16,3803.0,461.0,7.9166,1,0,0,260700
35.41,25,1887.0,309.0,3.3625,1,0,0,69700
34.16,49,1533.0,255.0,5.936,0,0,0,268200
33.64,15,2221.0,434.0,3.0543,0,0,0,178100
32.75,34,2445.0,357.0,4.6088,0,0,0,152800
36.81,19,2016.0,354.0,2.0969,1,0,0,73100
37.71,43,4868.0,829.0,3.8296,0,0,1,400300
35.37,13,5240.0,671.0,5.1266,1,0,0,146500
33.99,35,1598.0,267.0,3.7306,0,0,0,162800
36.29,18,1960.0,301.0,2.9065,1,0,0,94100
34.26,33,3890.0,612.0,4.308,0,0,0,191400
33.19,18,1357.0,286.0,2.2562,0,0,1,192800
38.97,12,4226.0,510.0,5.1214,1,0,0,202200
34.39,35,3658.0,589.0,4.99,0,0,1,199600
37.77,52,1435.0,361.0,2.8186,0,1,0,250300
36.55,20,11821.0,1621.0,5.4506,0,0,1,387800
34.01,15,6483.0,840.0,5.0193,1,0,0,135500
38.68,14,14132.0,2435.0,2.9016,1,0,0,121500
33.84,33,1104.0,200.0,3.8,0,0,0,183300
34.65,20,1458.0,186.0,4.9591,1,0,0,247500
37.81,52,2798.0,327.0,7.1591,0,1,0,352700
33.97,34,3573.0,715.0,1.9652,0,0,0,99300
37.29,32,1459.0,207.0,6.8858,0,0,0,347000
34.09,43,2241.0,614.0,2.2835,0,0,0,225300
33.97,13,284.0,64.0,2.2063,0,0,0,175300
37.38,23,1743.0,265.0,3.1698,1,0,0,73200
37.74,38,6618.0,908.0,6.503,0,1,0,347100
37.79,52,1633.0,181.0,15.3001,0,1,0,500301
36.78,50,2192.0,338.0,2.5614,1,0,0,73300
33.94,12,4149.0,584.0,2.0388,1,0,0,66300
33.98,34,3092.0,832.0,2.7387,0,0,0,175300
34.18,25,2395.0,425.0,4.2632,0,0,0,240600
33.11,18,5035.0,677.0,5.7786,0,0,0,223800
34.44,19,3520.0,484.0,5.4163,0,0,0,233500
34.28,17,3132.0,451.0,5.7459,0,0,0,224200
37.49,40,3230.0,510.0,4.9366,0,0,1,395800
34.02,16,3566.0,475.0,5.1906,1,0,0,178800
33.99,36,4285.0,697.0,3.5359,0,0,0,198900
33.68,14,3873.0,472.0,7.6982,0,0,0,369400
34.53,26,2795.0,441.0,2.9125,1,0,0,80200
33.96,49,2988.0,451.0,4.3833,1,0,0,114700
33.65,21,2348.0,311.0,8.1453,0,0,0,343600
33.62,21,2840.0,457.0,3.4679,0,0,0,110300
34.12,15,7063.0,829.0,4.6427,0,0,1,306100
34.97,23,1698.0,336.0,2.1185,0,0,0,98100
40.6,23,910.0,136.0,1.4602,1,0,0,65300
33.64,18,2293.0,399.0,2.9221,0,0,0,272300
38.01,50,2093.0,363.0,3.909,0,1,0,136000
34.04,40,1680.0,262.0,4.2659,0,0,0,500301
34.2,21,621.0,106.0,2.9964,0,0,1,171100
34.19,16,7719.0,1340.0,4.3222,0,0,1,207100
38.5,32,2803.0,449.0,3.619,1,0,0,84800
38.81,22,1028.0,142.0,3.7375,1,0,0,83600
34.65,17,2175.0,335.0,3.8673,1,0,0,136600
36.76,34,1972.0,316.0,3.175,1,0,0,74800
35.31,24,4025.0,506.0,4.9719,0,0,1,337300
34.0,50,2649.0,469.0,2.7583,0,0,0,121200
34.04,24,1800.0,271.0,6.7385,0,0,0,272900
33.9,29,3285.0,647.0,3.9,0,0,0,209100
41.12,29,915.0,123.0,2.8,1,0,0,59500
32.63,13,2400.0,330.0,6.0789,0,0,1,228000
38.58,38,3443.0,454.0,5.3497,1,0,0,192000
37.98,33,2424.0,427.0,4.2773,0,1,0,131600
34.0,48,2331.0,433.0,4.875,0,0,0,327000
33.97,4,21799.0,2723.0,4.9667,1,0,0,160900
38.47,16,2225.0,390.0,4.0266,0,0,0,156800
37.8,24,2042.0,313.0,3.8625,1,0,0,131100
33.91,33,1140.0,212.0,3.0708,0,0,0,117700
34.09,42,3343.0,687.0,2.5214,0,0,0,219300
34.23,13,5858.0,737.0,6.7823,0,0,0,291200
34.16,37,1674.0,258.0,5.4584,0,0,0,445000
34.09,29,3032.0,739.0,2.6317,0,0,0,172800
33.8,29,3367.0,557.0,4.0167,0,0,0,309200
34.08,10,2433.0,389.0,4.0802,1,0,0,107600
33.19,2,3138.0,522.0,4.5361,0,0,1,158800
32.8,25,2849.0,350.0,6.0416,0,0,0,243700
33.82,32,3422.0,609.0,4.8687,0,0,0,381500
37.57,36,2325.0,370.0,5.333,0,1,0,271200
34.06,24,3625.0,472.0,7.8286,0,0,0,463000
37.99,28,2301.0,351.0,4.0841,0,1,0,145200
32.71,25,3900.0,592.0,3.5986,0,0,1,119500
32.8,35,2511.0,350.0,4.2732,0,0,1,175200
37.75,36,2684.0,371.0,6.3274,0,1,0,349300
33.74,14,2707.0,430.0,2.6712,1,0,0,128200
40.88,26,3238.0,526.0,2.7321,0,0,1,82400
33.65,28,1510.0,425.0,1.2702,0,0,0,225700
37.88,43,1217.0,240.0,1.9458,1,0,0,83900
35.4,18,2213.0,317.0,4.1611,1,0,0,126700
33.94,32,1756.0,354.0,1.4051,0,0,0,94500
33.96,25,2712.0,314.0,8.5405,1,0,0,235500
32.64,29,2038.0,461.0,2.8658,0,0,1,135000
37.67,42,4295.0,665.0,3.5434,0,1,0,180200
33.34,52,2950.0,431.0,3.1333,0,0,0,415000
38.7,16,4333.0,590.0,4.9488,1,0,0,145600
36.79,45,1524.0,187.0,5.487,1,0,0,154100
37.82,41,4074.0,720.0,1.4108,0,1,0,97800
37.76,52,1951.0,253.0,6.05,0,1,0,306600
34.49,17,365.0,39.0,8.05,0,0,0,375300
36.95,29,4156.0,563.0,3.9597,0,0,1,252600
33.84,33,1763.0,245.0,5.4782,0,0,0,225300
34.04,33,1783.0,257.0,4.5917,0,0,0,161500
33.63,27,2970.0,443.0,6.1777,0,0,0,359100
36.78,35,1349.0,242.0,2.7405,1,0,0,74600
37.79,24,3460.0,957.0,2.9782,0,1,0,450300
33.98,17,4286.0,914.0,2.5813,0,0,0,145900
33.93,34,1849.0,284.0,4.9327,1,0,0,116300
34.12,41,3251.0,592.0,4.0846,0,0,0,145800
38.28,21,3776.0,546.0,2.4382,1,0,0,104300
37.99,16,5658.0,725.0,6.1899,0,1,0,243500
38.66,19,3789.0,515.0,5.1088,1,0,0,169800
38.48,14,4247.0,411.0,3.7609,1,0,0,121200
37.54,20,7551.0,1060.0,5.3838,0,1,0,248500
37.69,25,7378.0,1047.0,4.8357,1,0,0,188700
37.77,24,2776.0,324.0,7.3712,0,1,0,293300
32.77,26,5300.0,1010.0,3.034,0,0,0,149200
32.55,8,7750.0,1177.0,4.2583,0,0,1,144700
34.26,31,312.0,88.0,2.675,0,0,1,55300
34.07,45,2193.0,389.0,3.3592,0,0,0,212800
34.04,8,4882.0,745.0,3.4672,1,0,0,150500
38.3,2,7576.0,654.0,7.1872,1,0,0,305500
32.71,39,492.0,113.0,1.0685,0,0,1,187800
33.91,34,807.0,143.0,2.4734,0,0,0,88500
37.7,15,2652.0,347.0,2.65,1,0,0,108100
34.26,18,4330.0,375.0,3.6672,1,0,0,133900
33.83,30,2744.0,525.0,3.0759,0,0,0,137100
34.02,45,1431.0,219.0,6.6521,0,0,0,493700
38.74,22,8487.0,1316.0,3.6941,1,0,0,136200
38.09,23,724.0,83.0,6.7562,1,0,0,230300
32.68,49,1762.0,332.0,2.3398,0,0,1,93900
33.2,10,2523.0,471.0,3.0961,0,0,0,131600
33.93,34,1794.0,293.0,4.1194,0,0,0,186300
36.51,29,1356.0,273.0,2.075,0,0,0,112800
36.96,32,1551.0,273.0,1.7511,1,0,0,65500
37.59,11,5115.0,850.0,2.6849,1,0,0,122300
33.8,15,3854.0,595.0,4.3484,0,0,0,165900
40.59,32,2218.0,353.0,3.7408,0,0,0,95500
36.32,25,9999.0,1580.0,2.3285,1,0,0,106600
33.97,43,1706.0,331.0,2.3819,0,0,0,112100
34.5,26,4142.0,575.0,6.2522,0,0,0,438700
38.71,32,2236.0,343.0,3.8769,1,0,0,104100
33.63,16,5173.0,682.0,5.5325,0,0,0,287100
33.89,17,2185.0,412.0,3.1649,0,0,0,137800
34.06,31,3911.0,993.0,2.3278,0,0,0,360300
33.96,34,2636.0,514.0,1.9156,0,0,0,102400
34.25,17,6325.0,660.0,7.5965,0,0,0,343200
40.17,19,3812.0,642.0,2.2727,1,0,0,65200
38.43,20,3337.0,512.0,3.7561,0,0,0,217000
32.71,11,2920.0,514.0,4.1687,0,0,1,145500
32.8,32,2069.0,429.0,2.8568,0,0,1,258600
34.25,26,3017.0,401.0,6.5788,0,0,0,322500
33.89,18,3382.0,429.0,5.7716,0,0,0,400300
33.96,38,1565.0,275.0,4.925,0,0,0,191600
33.98,34,2978.0,736.0,1.9685,0,0,0,129100
34.23,35,2231.0,340.0,5.1929,0,0,0,235200
33.96,39,568.0,164.0,1.995,0,0,0,95100
34.16,52,2471.0,274.0,9.8823,0,0,0,406500
37.43,39,2812.0,406.0,6.9136,0,0,1,473100
37.85,19,2519.0,546.0,3.2145,0,1,0,140700
34.09,31,3403.0,689.0,3.1942,0,0,0,500301
37.36,19,2670.0,426.0,7.0718,0,0,0,368600
39.0,21,4789.0,693.0,5.1051,1,0,0,174600
37.04,36,1752.0,206.0,6.1642,0,0,0,363800
37.8,41,2424.0,340.0,5.4184,0,1,0,239900
33.97,39,3257.0,630.0,2.3754,0,0,0,101700
34.07,52,3136.0,576.0,1.9006,1,0,0,146500
33.68,13,3052.0,404.0,7.5118,0,0,0,311800
33.69,11,7038.0,1273.0,2.8383,1,0,0,74300
34.17,28,2277.0,341.0,3.2844,1,0,0,79500
